AnimalId,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A684742,Mercury,27/08/2014 12:32,Transfer,Partner,Dog,Neutered Male,1 year,Boxer/Pit Bull,Brown Brindle/White
A710668,,26/08/2015 11:00,Euthanasia,Suffering,Cat,Intact Male,5 months,Domestic Shorthair Mix,Brown Tabby
A710296,Atticus,25/08/2015 18:55,Adoption,,Dog,Neutered Male,3 years,Norwich Terrier Mix,Tan
A700986,,22/04/2015 14:55,Transfer,Partner,Cat,Unknown,4 days,Domestic Shorthair Mix,Orange Tabby
A705420,Jasmine,01/08/2015 16:26,Adoption,,Dog,Spayed Female,5 months,German Shepherd/Labrador Retriever,Brown/White
A704602,Heidi,03/08/2015 15:02,Euthanasia,Suffering,Dog,Spayed Female,1 year,Labrador Retriever Mix,Yellow/White
A677533,,30/04/2014 17:25,Adoption,,Dog,Neutered Male,2 months,Chihuahua Longhair Mix,Chocolate/White
A687263,Puma,03/09/2014 13:51,Transfer,Partner,Dog,Spayed Female,6 months,Miniature Schnauzer/Miniature Poodle,Black
A708245,Jill,04/09/2015 12:06,Adoption,Foster,Dog,Spayed Female,2 months,Boxer Mix,Brown Brindle/White
A670706,Storm,16/01/2014 16:11,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
A662921,Marty,08/10/2013 11:44,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A699828,,03/04/2015 11:59,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby
A712518,Zoe,10/11/2015 11:36,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A715464,Lou,13/11/2015 11:02,Transfer,Partner,Dog,Spayed Female,5 years,Boston Terrier Mix,Black/White
A707952,,24/07/2015 16:22,Transfer,Partner,Dog,Spayed Female,1 year,Yorkshire Terrier/Miniature Schnauzer,Black/Tan
A696956,Beanie,24/03/2015 16:40,Return_to_owner,,Dog,Spayed Female,3 years,Dachshund Wirehair Mix,Buff
A683761,,16/07/2014 09:00,Transfer,SCRP,Cat,Unknown,9 months,Domestic Shorthair Mix,White/Blue
A695325,,13/01/2015 19:09,Euthanasia,Suffering,Dog,Intact Female,13 years,Chihuahua Shorthair Mix,Buff
A690536,Fiona,23/11/2014 17:57,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A675540,,02/04/2014 17:59,Adoption,,Dog,Spayed Female,2 years,Rat Terrier Mix,Tricolor
A675465,,29/03/2014 15:32,Transfer,Partner,Cat,Intact Female,1 day,Domestic Shorthair Mix,White
A629636,Betty,22/10/2014 16:44,Transfer,Partner,Dog,Spayed Female,2 years,Boxer Mix,Black/White
A718815,Zapp,12/01/2016 19:07,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Black/Tan
A683054,Shadow,10/07/2014 18:52,Adoption,,Dog,Neutered Male,2 months,Boxer Mix,Brown/Black
A682165,Man,30/12/2015 18:31,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Blue/White
A682768,Cosmo,19/06/2015 19:05,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair/Whippet,Tricolor
A691398,,07/11/2014 16:34,Transfer,Partner,Dog,Spayed Female,1 year,Boston Terrier Mix,Brown Brindle/White
A681123,Goofy,30/08/2014 12:53,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan
A662943,Harry,13/10/2013 18:25,Adoption,,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Black
A684682,,27/07/2014 13:00,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Brown Tabby/White
A683709,,19/07/2014 19:11,Adoption,,Dog,Spayed Female,6 months,Dachshund/Beagle,Black/White
A719273,Tallulah,23/01/2016 19:10,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A714101,,18/10/2015 09:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black Tabby
A665396,Trapperjohn,29/10/2013 12:16,Transfer,Partner,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Brown Tabby/White
A678744,,13/05/2014 16:12,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Lynx Point
A667919,Jack,30/11/2013 15:56,Transfer,Partner,Dog,Intact Male,1 month,Border Collie Mix,Black/White
A679191,Daisy,19/05/2014 17:35,Adoption,,Cat,Spayed Female,2 months,Domestic Longhair Mix,Silver Tabby/White
A714785,Zipper,07/11/2015 14:44,Adoption,,Dog,Neutered Male,9 months,Plott Hound Mix,Brown Brindle/White
A708510,Sammy,01/08/2015 14:50,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A713448,Clement,08/11/2015 16:06,Adoption,,Dog,Neutered Male,4 years,Labrador Retriever Mix,Black
A677502,Chloe,01/05/2014 13:49,Adoption,,Dog,Spayed Female,2 years,Cairn Terrier/Yorkshire Terrier,Cream
A698692,,16/03/2015 14:39,Euthanasia,Suffering,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A686560,Willow,27/09/2014 17:08,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A663378,Mila,30/03/2014 15:21,Return_to_owner,,Dog,Spayed Female,1 year,Ibizan Hound Mix,Brown
A685142,,05/08/2014 16:19,Died,,Dog,Neutered Male,4 years,Mastiff Mix,Brown Brindle
A665854,Checkers,24/10/2013 16:21,Transfer,Partner,Dog,Intact Male,10 months,Pit Bull Mix,White/Black
A706911,Hildee,18/07/2015 17:43,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A715590,,06/11/2015 13:36,Euthanasia,Suffering,Cat,Unknown,2 years,Siamese Mix,Seal Point
A669113,Velvet,18/12/2013 14:39,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Orange Tabby
A672167,Rosie,14/02/2014 15:04,Transfer,Partner,Dog,Intact Female,1 weeks,Yorkshire Terrier Mix,Brown/White
A720878,,20/02/2016 21:17,Adoption,,Dog,Spayed Female,2 months,Bull Terrier Mix,White/Black
A710583,,28/08/2015 17:32,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever Mix,Yellow
A697049,Marigold,11/08/2015 15:26,Euthanasia,Suffering,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Cream Tabby/White
A672988,,18/02/2014 19:14,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A668632,,06/12/2013 13:52,Euthanasia,Suffering,Dog,Intact Female,3 years,German Shepherd/Labrador Retriever,Black
A684170,Ralph,22/08/2014 18:53,Return_to_owner,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
A679313,Ellie,30/05/2014 11:13,Return_to_owner,,Dog,Intact Female,3 years,Pit Bull/American Bulldog,Black/White
A699155,,04/04/2015 19:31,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A699912,Fiona,13/04/2015 00:00,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black
A706210,Quinn,14/07/2015 17:31,Adoption,,Dog,Intact Female,2 years,Australian Cattle Dog/Pit Bull,Red/White
A688933,Tedi,02/02/2015 11:08,Return_to_owner,,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Tan
A720548,Oreo,12/02/2016 17:18,Return_to_owner,,Dog,Intact Female,1 year,Pit Bull Mix,Black/White
A681227,,19/06/2014 14:50,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,White
A683221,X,30/07/2014 10:44,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A707001,Scooter,10/07/2015 18:24,Return_to_owner,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Tan
A717971,,30/12/2015 12:47,Euthanasia,Suffering,Cat,Intact Male,3 months,Domestic Shorthair Mix,Blue
A674677,Cocoa,26/06/2014 15:42,Adoption,,Dog,Spayed Female,4 years,Pit Bull Mix,Brown/White
A710000,,15/08/2015 18:06,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby/White
A667320,Thumper,09/12/2013 12:45,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A677858,,05/05/2014 15:18,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,Orange Tabby/White
A711766,,12/09/2015 13:52,Transfer,Partner,Cat,Intact Male,1 day,Domestic Shorthair Mix,Orange
A643282,Brownie,22/03/2014 11:42,Return_to_owner,,Dog,Neutered Male,4 years,Pit Bull/Labrador Retriever,Brown
A668759,Ziggy,09/12/2013 19:14,Return_to_owner,,Dog,Neutered Male,11 years,Golden Retriever,Gold
A664049,Romeo,09/10/2013 13:12,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown
A675493,Abby,19/05/2014 12:16,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue
A708122,,27/07/2015 14:21,Transfer,Partner,Dog,Neutered Male,10 years,Pug,Fawn/Black
A710890,The Dude,06/09/2015 18:04,Adoption,,Dog,Neutered Male,3 years,Great Pyrenees Mix,White
A691886,Woody,12/12/2014 11:11,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Brown
A686901,Ginger,06/09/2014 11:27,Return_to_owner,,Dog,Intact Female,1 year,Shih Tzu Mix,White
A712654,Cinch,18/10/2015 18:57,Adoption,,Dog,Neutered Male,4 years,Rat Terrier/Cardigan Welsh Corgi,Tricolor
A502125,Panda,13/11/2015 12:08,Return_to_owner,,Dog,Spayed Female,7 years,Labrador Retriever,Black/White
A668787,Rainey,13/12/2013 17:24,Adoption,,Dog,Spayed Female,1 year,Beagle/Boxer,Brown Brindle
A663979,Ajax,02/10/2013 16:39,Transfer,Partner,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby
A667499,,20/11/2013 15:08,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A710670,,31/08/2015 13:06,Transfer,Partner,Dog,Neutered Male,10 months,Cairn Terrier Mix,White
A671122,,19/01/2014 17:35,Transfer,SCRP,Cat,Unknown,4 months,Manx/Domestic Longhair,Brown Tabby
A683233,Lucas,06/08/2014 14:37,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A681701,,19/06/2014 14:39,Euthanasia,Suffering,Cat,Intact Male,3 days,Domestic Shorthair Mix,Brown Tabby/White
A703742,,28/05/2015 13:42,Euthanasia,Suffering,Cat,Intact Female,1 month,Himalayan Mix,Seal Point
A712797,Grayson,24/12/2015 14:57,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue/White
A700275,Osa,11/04/2015 17:10,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,White
A682130,,24/06/2014 19:15,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White
A688456,Oliver,17/10/2014 19:26,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby
A670383,Pippa,11/01/2014 11:30,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Calico
A716199,Mister,17/01/2016 13:29,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A669996,Buck,04/01/2014 14:39,Adoption,,Dog,Intact Male,2 months,Chihuahua Shorthair Mix,Red
A710209,Jazzy,22/08/2015 12:12,Transfer,Partner,Dog,Intact Female,2 years,Dachshund,Red
A690250,,16/10/2014 18:33,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A616295,Baby,29/12/2013 16:51,Euthanasia,Behavior,Dog,Spayed Female,6 years,Pit Bull Mix,White/Tan
A719914,Carleton,05/02/2016 17:29,Adoption,,Dog,Neutered Male,2 years,Akita Mix,White
A715835,Mopac,10/12/2015 15:25,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A697694,Maggie,04/03/2015 15:56,Adoption,,Dog,Spayed Female,6 months,Shetland Sheepdog/Cavalier Span,Black/White
A717502,Tilly,26/12/2015 18:03,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown
A666887,Izz,23/12/2013 18:23,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A699807,,03/04/2015 09:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Blue
A685793,Prissy,19/08/2014 14:57,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Lynx Point
A677634,,27/04/2014 15:32,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A670122,Neymar,03/01/2014 13:53,Return_to_owner,,Dog,Intact Male,1 month,Chihuahua Longhair Mix,Tricolor
A689157,Azul,07/10/2014 16:07,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby
A712480,Marbles,05/10/2015 18:39,Return_to_owner,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Black/White
A686974,Beau,19/09/2014 19:17,Adoption,,Cat,Neutered Male,2 months,Russian Blue Mix,Blue
A719118,Prince,14/01/2016 19:23,Return_to_owner,,Dog,Neutered Male,7 months,Labrador Retriever Mix,Yellow
A699373,Kia,27/03/2015 11:45,Return_to_owner,,Dog,Intact Female,2 years,Rottweiler,Black/Tan
A691208,,11/11/2014 18:13,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Black/White
A708856,Booma,06/08/2015 18:07,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Black/Brown
A714306,Anna,29/10/2015 16:24,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black/White
A704917,Ella,19/07/2015 13:24,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A672258,Lola,19/06/2014 15:54,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A718221,Lola Bear V.,27/12/2015 17:28,Return_to_owner,,Dog,Spayed Female,1 year,Bulldog/Boston Terrier,Brown Brindle/White
A696117,Mabel,08/02/2015 18:04,Adoption,,Dog,Intact Female,1 year,Pit Bull Mix,White/Blue
A693856,Jizzle,13/02/2015 14:26,Euthanasia,Aggressive,Dog,Neutered Male,1 year,Pit Bull Mix,Black/Tan
A720166,Bj,14/02/2016 11:17,Return_to_owner,,Dog,Neutered Male,3 years,Labrador Retriever Mix,White
A714759,Bandit,17/11/2015 19:29,Adoption,,Dog,Neutered Male,2 years,Queensland Heeler/Great Dane,Black/White
A695052,Buggs,19/01/2015 14:21,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,White/Black
A678154,Macah,07/05/2014 13:06,Return_to_owner,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby
A673816,,07/03/2014 18:20,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Brown/Black
A683514,,11/07/2014 15:35,Transfer,Partner,Cat,Unknown,2 months,Domestic Shorthair Mix,Brown Tabby
A712947,Grayson,05/10/2015 12:42,Adoption,,Dog,Spayed Female,6 years,Miniature Schnauzer Mix,Gray
A684970,Tiny,14/09/2014 17:58,Adoption,,Cat,Neutered Male,2 months,Siamese Mix,Lynx Point
A689838,,10/10/2014 14:39,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair Mix,Brown Tabby
A717072,Lily,05/12/2015 15:50,Return_to_owner,,Dog,Intact Female,3 years,Cocker Spaniel Mix,Black
A703322,Sophie,02/12/2015 15:06,Adoption,Foster,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Cream Tabby
A700874,,20/04/2015 18:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby
A669544,Kato,24/12/2013 12:12,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever/German Shepherd,Chocolate
A703327,Cucko,23/05/2015 17:01,Return_to_owner,,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Tricolor
A713967,Bette,22/10/2015 19:13,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point
A703771,,29/05/2015 17:15,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A703701,Hobie Cat,16/06/2015 16:44,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A682332,,27/06/2014 09:00,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black/White
A669538,Norman,30/12/2013 16:39,Adoption,,Dog,Intact Male,9 months,Rottweiler,Black/Tan
A662923,Monty,08/10/2013 11:44,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A710288,,24/08/2015 17:08,Adoption,,Dog,Neutered Male,10 months,Miniature Pinscher Mix,Liver/Tan
A697369,,26/02/2015 17:15,Adoption,,Dog,Spayed Female,2 years,Golden Retriever/Beagle,Brown/White
A664273,Buffy,13/10/2013 15:22,Adoption,,Dog,Spayed Female,1 year,Dachshund/Chihuahua Shorthair,Brown
A705780,Katsushiro,23/06/2015 19:14,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White
A679729,Tiger,06/10/2014 14:13,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby
A664586,,05/10/2013 16:31,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A660881,Travis,01/11/2013 15:22,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Black Smoke
A695407,,17/01/2015 20:30,Adoption,Offsite,Dog,Spayed Female,2 months,Rottweiler/German Shepherd,Sable
A670618,Hardy,17/02/2014 16:59,Adoption,,Cat,Neutered Male,16 years,Siamese Mix,Lynx Point
A678192,P.T. Barnum,02/06/2014 18:46,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White
A695055,,09/01/2015 09:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A704088,Daphne,20/08/2015 14:11,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A686217,Lucky,28/08/2014 13:50,Transfer,Partner,Cat,Intact Female,5 years,Snowshoe Mix,Lynx Point
A713819,Boston,17/10/2015 19:02,Adoption,,Dog,Neutered Male,11 months,Labrador Retriever Mix,Sable
A686881,,28/08/2014 14:06,Transfer,Partner,Cat,Intact Male,4 days,Domestic Shorthair Mix,Blue/White
A711602,Alphones,25/11/2015 12:01,Return_to_owner,,Dog,Neutered Male,3 years,Labrador Retriever/Mastiff,Red/White
A684016,Nippy,26/07/2014 16:13,Return_to_owner,,Dog,Spayed Female,4 years,Chihuahua Shorthair Mix,Gold/White
A687748,,09/09/2014 17:01,Euthanasia,Suffering,Dog,Intact Female,9 months,Labrador Retriever Mix,Yellow
A684279,,25/07/2014 16:50,Transfer,Partner,Cat,Intact Male,1 weeks,Manx Mix,Black/White
A687827,Pretzel,14/09/2014 14:57,Transfer,Partner,Dog,Intact Male,5 months,Pit Bull Mix,Black/White
A655144,Star,27/10/2013 17:57,Adoption,,Dog,Spayed Female,8 months,Miniature Schnauzer Mix,Gray/Black
A665689,,27/10/2013 14:37,Euthanasia,Suffering,Cat,Intact Female,5 years,Domestic Longhair,Blue Tabby
A691563,Handsome,09/11/2014 17:23,Return_to_owner,,Dog,Neutered Male,11 months,Chihuahua Longhair Mix,Red/White
A686496,,30/08/2014 14:53,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby
A673638,Amir Dunmore,03/03/2014 12:11,Return_to_owner,,Dog,Neutered Male,6 years,Miniature Poodle Mix,Cream
A676985,,25/04/2014 14:58,Adoption,,Dog,Neutered Male,3 months,Mastiff/Labrador Retriever,Brown Brindle
A695860,Franz,21/02/2015 14:09,Adoption,,Dog,Neutered Male,5 years,Miniature Schnauzer Mix,Black/Gray
A681425,Deablo,13/07/2014 11:20,Adoption,,Cat,Neutered Male,5 years,Maine Coon Mix,Brown Tabby/White
A703446,Seamus,29/05/2015 11:26,Transfer,Partner,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black
A656094,Merri,24/10/2013 10:50,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A679565,Diamond,26/05/2014 11:01,Euthanasia,Medical,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White
A718017,Bella,22/12/2015 18:48,Return_to_owner,,Dog,Spayed Female,8 months,Australian Cattle Dog Mix,Red
A687146,Perrywinkle,05/09/2014 16:57,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A698449,Myles,06/06/2015 15:48,Adoption,,Dog,Neutered Male,1 year,Catahoula/Labrador Retriever,Tan/White
A700563,Elsa,25/04/2015 12:17,Return_to_owner,,Dog,Intact Female,4 months,Pit Bull Mix,Blue/White
A684452,,24/07/2014 09:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Medium Hair,Black
A639613,Sparkle,31/12/2014 14:21,Adoption,,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black/White
A707705,Rusty,16/07/2015 14:56,Return_to_owner,,Dog,Intact Male,5 years,English Bulldog Mix,Brown Brindle/White
A666700,Pie De Choco,11/11/2013 17:57,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Black/Tricolor
A713827,Sugar,10/12/2015 14:54,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A669456,Aussimoon,21/12/2013 15:27,Return_to_owner,,Dog,Spayed Female,8 years,Labrador Retriever Mix,Black
A688005,Samhain,21/09/2014 17:18,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
A673859,,03/03/2014 18:39,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico
A715160,Jax,03/11/2015 18:28,Return_to_owner,,Dog,Neutered Male,2 years,Beagle Mix,Tricolor
A575017,Sam,19/01/2015 14:24,Euthanasia,Suffering,Dog,Neutered Male,16 years,Dachshund Mix,Red
A681546,,18/06/2014 12:49,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby/White
A698363,Brownie,16/03/2015 18:26,Transfer,Partner,Dog,Neutered Male,5 years,Dachshund Mix,Brown/White
A685117,,31/08/2014 16:40,Adoption,,Dog,Spayed Female,3 years,Boxer Mix,Brown/White
A705126,,14/06/2015 09:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
A685381,Bo,06/08/2014 17:59,Return_to_owner,,Dog,Intact Male,9 months,Pit Bull Mix,Chocolate/White
A701308,Ponyboy,20/05/2015 18:54,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue
A702094,,09/05/2015 14:42,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A677467,Pepper,27/04/2014 12:40,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A689975,Max,14/10/2014 17:29,Return_to_owner,,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Black/White
A700419,,13/04/2015 15:43,Euthanasia,Suffering,Dog,Neutered Male,10 years,Maltese Mix,White
A673052,Tank,22/02/2014 16:59,Return_to_owner,,Dog,Intact Male,1 year,Pit Bull Mix,White/Blue
A702520,Lucy,14/05/2015 19:27,Return_to_owner,,Dog,Spayed Female,2 months,Pit Bull Mix,Brown/White
A690738,,25/10/2014 13:23,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico
A719072,Reese,17/01/2016 18:20,Adoption,,Cat,Spayed Female,6 months,Domestic Medium Hair Mix,Tortie
A698192,Anna,09/03/2015 18:19,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Cream
A690315,,23/10/2014 09:00,Transfer,SCRP,Cat,Unknown,4 years,Domestic Shorthair Mix,Brown Tabby
A690851,Oreo,27/10/2014 14:04,Transfer,Partner,Dog,Intact Female,1 month,Irish Setter/Pit Bull,Black/White
A665103,,17/10/2013 17:48,Adoption,,Dog,Neutered Male,2 years,Cardigan Welsh Corgi/Australian Kelpie,Black/Tan
A704430,,04/06/2015 18:52,Transfer,Partner,Dog,Unknown,6 days,Chihuahua Shorthair/Pit Bull,White/Brown
A671362,Pete,02/02/2014 11:18,Transfer,Partner,Dog,Neutered Male,5 years,Labrador Retriever Mix,Chocolate
A680698,Greta,10/06/2014 19:21,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A716019,Buddy,13/11/2015 14:02,Return_to_owner,,Dog,Neutered Male,12 years,Labrador Retriever Mix,Yellow
A671339,,30/01/2014 17:21,Adoption,,Dog,Spayed Female,2 years,Pointer/Catahoula,White/Yellow Brindle
A699749,,02/04/2015 11:25,Euthanasia,Suffering,Cat,Intact Female,10 years,Domestic Longhair Mix,Brown Tabby
A701252,Pepper,17/12/2015 12:28,Adoption,Foster,Dog,Neutered Male,4 years,Australian Shepherd Mix,Blue Merle
